400 526
313 9 -1567
314 315 6844
314 269 4098
315 316 2903
316 317 -9598
317 318 8103
318 319 6514
318 338 7909
319 320 -1155
320 321 8621
321 322 -7353
322 323 3006
323 324 3848
323 176 -1790
324 325 2729
325 326 5896
326 327 2866
326 365 2670
327 328 -5252
327 65 -5042
328 329 6277
328 233 4393
329 330 2857
330 331 8969
331 332 301
331 394 3377
332 333 -9836
332 221 971
333 334 1365
334 335 -4773
335 336 1684
336 337 -79
337 338 -2858
338 339 5741
338 328 -5503
339 340 -4242
340 341 -1523
340 400 3017
341 342 9111
342 343 -9211
343 344 -9541
344 345 4456
345 346 -5605
346 347 6748
347 348 -303
348 349 3844
349 350 -1759
349 219 8221
350 351 -6816
351 352 7892
352 353 -5866
353 354 -5684
353 265 5824
354 355 -5325
355 356 -9942
356 357 4111
357 358 -2144
358 359 156
358 265 1016
359 360 1900
359 29 -543
360 361 -5181
361 362 -4487
362 363 1313
362 121 -5816
363 364 8075
363 341 -3681
364 365 3694
364 292 2672
365 366 3873
366 367 -1829
366 355 4075
367 368 4491
368 369 3005
369 370 570
370 371 984
371 372 -3943
372 373 1402
373 374 -5452
374 375 -9454
375 376 -4286
376 377 8779
377 378 -420
378 379 1062
379 380 -1823
379 211 -3801
380 381 1630
381 382 5084
382 383 4985
383 384 4682
384 385 -5759
385 386 -8998
386 387 -4001
386 325 -6784
387 388 -9294
387 195 -2519
388 389 9654
389 390 -9478
390 391 1926
391 392 8854
391 106 401
392 393 8982
392 15 -4971
393 394 6500
393 325 -5537
394 395 6219
394 293 7994
395 396 -2571
396 397 -3435
396 78 -2579
397 398 -8270
398 399 -9331
398 210 -9668
399 400 1261
